0xf814c05dd308e04145f301dfb96ff9faca72e29a,3
0x370d28491012b433fa9282db52e585c6ae6ede16,4
0xafedf843fb4f07af87c68dd91190e7d3e24110f4,1
0xb152741ae1a83e0ce86d392de92593376b0fd63b,2
0x1f16b282e6a2e2f700897c0ba80609382e2ac88a,1
0x27ee2bf9947e145b9d6cb2a6d014537be12291f7,3
0xafa7ff986368a59e474518455f1b0b6f0ca2f7a1,4
0x5001243973d82e0136c49662e7af05c6be0aac2c,2
0x4536ae51d26a885d524b70615eac1fe5dffb1d3a,4
0x231f04fac730ef1daff9c0baeb26781ca3882026,1
0xcc89ec35fcecc62273603b6031f93ca692a54414,2
0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1
0x117c56c7d2064f39c15dc0df700f8c54b8c191d5,3
0xd7defa67ba53d804de3f29a106f3803f48c6863f,1
0x11c516d334457b11e78f67b38b7d69eff12cd52b,3
0xf8621ac60fde06da492f219bdaa7b2e113ad44df,4
0xd23775aa249a89dbfa1e251a701dd3969fa44fb0,3
0x13a0b979089d609f54c1598cbd57954f9eb11ffb,3
0x8e5e01dca1706f9df683c53a6fc9d4bb8d237153,3
0x782c93e1c530a283ef738a58b5671a8fc2d8153f,1
0x2f854fff050b52d4b6311723e441d5d24430b868,2
0x3eeb5bbe2a6aaa7e9d6a56306c0354d298191dc4,4
0x4d5d947981226778c9deeee8644c069c6cc4babc,4
0x5fc119ab880c1910237d55b3381021d185c7f34f,1
0xa098f988a944beac1f954c2edd6a9b439c1ce25b,4
0xcf8743ed063bb63022a7d166dd93b7c35d2cbb0a,4
0x4da0c11a1d855b658db55ac9a2a6d82c2794e839,2
0x1730cbb12f7bb8e52646cd6815022daa095baf10,2
0x46c8458081d1f7f66aaee45a2d8e39b0c5eb023c,1
0xa69c57623ccf7f9fbf7fb846d23afb1bdc0ae7eb,1
0xbb78645333c1c594965ddce981b22c026e1592b3,4
0xf690ed0baa0879ebc3fd094b95eef85a4237a30e,4
0x31e99699bccde902afc7c4b6b23bb322b8459d22,1
0x41f717457365828c52cbc75c1f7f211838d133ef,1
0x8bd5b5d9fe2c577a2932a6469374225ee889e3a2,3
0xed4c6f44ca06a95a2d3d8aee135ff11179e35b0b,4
